port,pkt_seq,original_event_id,tail_flit,head_inject_req_ps,head_ingress_ack_ps,tail_egress_req_ps,tail_capture_ps,per_dest_latency_ns,tmax_component_ns
55,95,95,405f961,140051,140385,148811,148911,8.426000,8.760000
55,306,306,4132960,142051,142385,154699,154799,12.314000,12.648000
55,184,184,40b8960,173051,173385,185242,185342,11.857000,12.191000
55,160,160,40a0960,243051,243385,255153,255253,11.768000,12.102000
55,70,70,4046961,294051,294385,302966,303066,8.581000,8.915000
55,99,99,4063962,379051,379385,385825,385925,6.440000,6.774000
55,292,292,4124960,383051,383385,395425,395525,12.040000,12.374000
55,146,146,4092961,386044,386370,401242,401342,14.872000,15.198000
55,126,126,407e961,405051,405385,417370,417470,11.985000,12.319000
55,134,134,4086961,444051,444385,452828,452928,8.443000,8.777000
55,259,259,4103963,581051,581377,593438,593538,12.061000,12.387000
55,88,88,4058963,601051,601385,609861,609961,8.476000,8.810000
55,294,294,4126962,730051,730377,736788,736888,6.411000,6.737000
55,226,226,40e2960,753051,753377,759717,759817,6.340000,6.666000
55,108,108,406c962,793051,793385,801922,802022,8.537000,8.871000
55,121,121,4079961,809051,809385,817874,817974,8.489000,8.823000
55,22,22,4016961,852051,852385,860998,861098,8.613000,8.947000
55,183,183,40b7962,856051,856385,866737,866837,10.352000,10.686000
