section,paper_label,x_value,x_unit,metric,value,physical_class,source_file,source_design,source_case,source_run_id
async_sync_latency,Sync,127.05317937876077,Mflit/s/port,mean_latency_ns,17.501108079999998,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m160_PROP_temp64_top16,
async_sync_latency,Sync,144.5955950397927,Mflit/s/port,mean_latency_ns,19.215517180000003,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m180_PROP_temp64_top16,
async_sync_latency,Sync,177.35527809307604,Mflit/s/port,mean_latency_ns,24.70658928,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m240_PROP_temp64_top16,
async_sync_latency,Sync,199.2984693877551,Mflit/s/port,mean_latency_ns,28.79326806,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m280_PROP_temp64_top16,
async_sync_latency,Sync,204.19498170412965,Mflit/s/port,mean_latency_ns,26.95127414,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m260_PROP_temp64_top16,
async_sync_latency,Sync,226.44927536231884,Mflit/s/port,mean_latency_ns,34.37327296,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m300_PROP_temp64_top16,
async_sync_latency,Sync,230.7976366322009,Mflit/s/port,mean_latency_ns,47.233482640000005,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m340_PROP_temp64_top16,
async_sync_latency,Sync,236.45581113801452,Mflit/s/port,mean_latency_ns,37.38953764,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m320_PROP_temp64_top16,
async_sync_latency,Sync,266.82035519125685,Mflit/s/port,mean_latency_ns,60.15642692,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m360_PROP_temp64_top16,
async_sync_latency,Sync,302.34133126934984,Mflit/s/port,mean_latency_ns,116.86065196,post-synthesis MAXIMUM-SDF,64/07_sync_b8/ur_pre_saturation_latency.csv,SYNC_PROP_temp64_B8,TOPO-UR_n64_s202701_m420_PROP_temp64_top16,
router_lane_scaling,Async,1,parent lanes,aggregate_throughput_gflit_s,1.197483,MAXIMUM-SDF aggregate; c1p4 PPA is post-synthesis PT-PX,64/06_router/router_lane_scaling.csv,async_c1p1,,
router_lane_scaling,Async,2,parent lanes,aggregate_throughput_gflit_s,1.874664,MAXIMUM-SDF aggregate; c1p4 PPA is post-synthesis PT-PX,64/06_router/router_lane_scaling.csv,async_c1p2,,
router_lane_scaling,Async,4,parent lanes,aggregate_throughput_gflit_s,3.001346,MAXIMUM-SDF aggregate; c1p4 PPA is post-synthesis PT-PX,64/06_router/router_lane_scaling.csv,async_c1p4,,
topology_power_m100,Mesh,100,M,total_pj_per_delivered_flit,15.166036603660368,post-synthesis time-based PT-PX estimate,64/05_ppa_power/network_power_async_accepted.csv,FM64,,20260913_104506_cmr_fm64_rpsdel150
topology_power_m100,PROP,100,M,total_pj_per_delivered_flit,13.35023902390239,post-synthesis time-based PT-PX estimate,64/05_ppa_power/network_power_async_accepted.csv,PROP_temp64,,20260913_prop_temp64_asap_uc_m5_200
topology_power_m100,FAT,100,M,total_pj_per_delivered_flit,10.70907890789079,post-synthesis time-based PT-PX estimate,64/05_ppa_power/network_power_async_accepted.csv,PFAT64,,20260915_080229_cmr_pfat64_rpsdel050_1248
topology_power_m100,Mesh,100,M,total_power_w,0.0735,post-synthesis time-based PT-PX estimate,64/05_ppa_power/network_power_async_accepted.csv,FM64,,20260913_104506_cmr_fm64_rpsdel150
topology_power_m100,PROP,100,M,total_power_w,0.0647,post-synthesis time-based PT-PX estimate,64/05_ppa_power/network_power_async_accepted.csv,PROP_temp64,,20260913_prop_temp64_asap_uc_m5_200
topology_power_m100,FAT,100,M,total_power_w,0.0519,post-synthesis time-based PT-PX estimate,64/05_ppa_power/network_power_async_accepted.csv,PFAT64,,20260915_080229_cmr_pfat64_rpsdel050_1248
