nodes,topology,mode,traffic,offered_mflit_s_per_port,metric,value,value_unit,eligibility,source_file,source_design,source_case,source_run_id
64,Mesh,BC,BC,237.606448,delivered_throughput,110.078315,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m300_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,242.473619,delivered_throughput,105.548766,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m340_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,264.830508,delivered_throughput,98.808263,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m360_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,286.802496,delivered_throughput,94.054011,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m400_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,288.817006,delivered_throughput,92.201941,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m380_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,311.627443,delivered_throughput,88.246659,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m420_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,321.766886,delivered_throughput,86.941413,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m460_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,336.890901,delivered_throughput,85.657881,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m440_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,356.409672,delivered_throughput,81.938583,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m500_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,362.865769,delivered_throughput,83.858279,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m480_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,469.783524,delivered_throughput,73.28623,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m600_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,538.050964,delivered_throughput,67.256371,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m700_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,BC,BC,618.077532,delivered_throughput,61.004252,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,TOPO-BC_n64_s202701_m800_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,3.636004,delivered_throughput,3.63564,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m5_FM64_top0_retry_csv_gate,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,6.568548,delivered_throughput,6.567891,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m10_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,14.245988,delivered_throughput,14.244564,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m20_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,31.702715,delivered_throughput,31.699544,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m40_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,45.934266,delivered_throughput,45.929673,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m60_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,59.701207,delivered_throughput,59.695237,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m80_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,75.768597,delivered_throughput,75.76102,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m100_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,84.11391,delivered_throughput,84.105499,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m120_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,104.417268,delivered_throughput,104.396385,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m140_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,121.557492,delivered_throughput,121.545336,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m160_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,141.91644,delivered_throughput,141.888056,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m180_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,151.493116,delivered_throughput,151.477967,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m200_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,165.484008,delivered_throughput,165.467459,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m220_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,172.651934,delivered_throughput,172.634669,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m240_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,195.01997,delivered_throughput,195.000468,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m260_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,197.335186,delivered_throughput,197.098383,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m280_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
64,Mesh,Hotspot10,Hotspot10,224.303761,delivered_throughput,219.647215,Mflit/s/port,correctness/full-drain throughput,64/02_benchmarks/bc_hotspot_all_accepted.csv,FM64,HOTSPOT10_n64_s202701_m320_FM64_top0,20260913_104506_cmr_fm64_rpsdel150
