nodes,traffic,paper_label,load_m,offered_mflit_s_per_port,delivered_mflit_s_per_port,mean_latency_ns,latency_eligible,source_file,source_design,source_case,source_run_id,latency_source_file,latency_source_design,latency_source_case,latency_source_run_id
64,Hotspot10,PROP,10,6.568548,6.567891,6.44135628,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m10_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m10_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,20,14.245988,14.244564,6.7503433600000005,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m20_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m20_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,40,31.702715,31.699544,7.53206674,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m40_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m40_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,60,45.934266,45.929673,8.404244819999999,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m60_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m60_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,80,59.701207,59.695237,9.2317253,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m80_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m80_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,100,75.768597,75.76102,10.1448658,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m100_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m100_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,120,84.11391,84.105499,11.5281396,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m120_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,140,104.417268,104.396385,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m140_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,160,121.557492,121.545336,13.441435660000002,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m160_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m160_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,180,141.91644,141.893733,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m180_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,200,151.493116,151.477967,15.72055536,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m200_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m200_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,220,165.484008,165.467459,17.89712854,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m220_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m220_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,240,172.651934,172.634669,19.42331836,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m240_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m240_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,260,195.01997,195.000468,22.57530096,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m260_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m260_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,280,197.335186,197.295719,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m280_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,300,231.618737,231.595575,28.905722859999997,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m300_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m300_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,320,224.303761,224.281331,36.10611556,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m320_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m320_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,340,231.756155,231.73298,40.646874679999996,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m340_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m340_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,360,272.212544,272.185322,49.6539077,True,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m360_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,64/02_benchmarks/bc_hotspot_latency_eligible.csv,PROP_temp64,HOTSPOT10_n64_s202701_m360_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200
64,Hotspot10,PROP,380,283.16419,283.107557,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m380_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,400,286.172161,286.092033,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m400_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,420,305.892717,305.831539,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m420_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,440,327.568134,327.227463,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m440_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,460,331.60017,330.466097,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m460_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,480,359.691529,353.922076,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m480_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,500,345.227574,343.315013,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m500_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,600,439.3982,379.429134,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m600_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,700,517.041694,371.918432,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m700_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
64,Hotspot10,PROP,800,603.281853,361.064189,,False,64/02_benchmarks/bc_hotspot_all_accepted.csv,PROP_temp64,HOTSPOT10_n64_s202701_m800_PROP_temp64_top16,20260913_prop_temp64_asap_uc_m5_200,,,,
